user_id,book_id,rating_predict
281,2461928,7.967242200366018
1250,31957,7.75605196307548
4241,196603,8.512240294333806
5140,468894,8.192216687666665
7781,2141951,7.730036372605484
8391,4684864,7.652014441957524
13350,2927125,6.873571648595436
13680,2712011,7.616606509689736
13810,2450736,9.214219909763436
14950,531001,7.628826980235791
14990,3262102,7.730439471453922
15651,634493,8.259669512758766
15710,2145220,8.112521208689609
15760,1251642,7.608334707585107
16510,2121783,9.447646204146203
16711,1352957,7.476296152727322
16751,3802522,6.772424370128879
17450,479190,8.04239642490657
17531,3836839,8.51454690485248
18110,2599190,7.503741546872213
20080,614433,7.8332300882669115
21671,1612347,9.606605951905173
24231,2762412,8.134437096547778
25190,2129220,7.817634733746109
26301,482039,8.129818185083309
26670,1341085,7.859685141160491
26851,2577789,9.018000601040857
27991,2141884,7.219212198283865
28231,173943,7.405384902560022
28270,195089,8.228492192535919
28951,2770245,8.533716275668151
29361,436461,8.356642566491713
29700,3991237,7.4878387256691115
30160,1292056,7.652014441957524
32451,2215245,7.52566254998733
33340,1722927,7.886045437933277
34041,2423293,7.442084249475528
36270,4603603,7.652014441957524
37081,2694951,7.973276682298689
38661,763349,8.151359415243022
39411,1354194,7.849315962117893
39541,1750748,9.00723297777014
39881,306521,8.557549875687434
40330,2578149,7.652014441957524
40520,489872,8.240720986423055
41150,4625218,7.842236509848342
42150,473926,9.442125733696223
42410,2141871,8.200658382178588
42511,132629,8.836458744969493
44861,442320,7.651754700119692
46650,194451,8.069803939444874
47410,2467103,8.271209828359552
48221,188442,6.34839284348315
48890,261421,7.855311101442552
49261,131228,8.337169393843636
49380,2425135,7.506317806698585
50691,492895,7.818346145849652
51041,2276715,8.505837881843696
51630,901731,8.190350822151146
52680,195678,8.276259736396636
52741,2484967,7.75777660710265
53811,496731,8.274823208163912
54711,2231627,7.8248606393488895
54911,1577474,8.296053840691744
55161,1947821,8.098721415910914
55171,3789592,7.727095958377327
55251,2463719,7.891673893164528
55470,1726328,6.86980925191716
55861,2522356,9.233693984295439
56360,2443326,7.31808259874306
56410,3801229,7.736705511285571
57591,212216,9.151424030686957
57711,327556,8.177422033146401
59011,5175577,8.388712194549766
59130,1118435,9.158659288486547
59260,5069705,7.937068354603449
60390,6222,9.423135163989354
60520,2818720,8.189428692276309
60521,986524,7.918066227068698
60730,5075707,7.248154442692656
61020,117529,9.062567431816937
61560,5194960,7.351164181028601
61691,2266658,8.144092324489378
62090,2604131,8.248060587411766
62451,2435077,8.172218280238793
63830,2301271,8.042333612118941
64000,2287253,7.816963837834989
64080,1083718,7.73373124829329
64530,1462245,6.574811597395185
66320,2279501,8.556515570330676
66860,2482997,6.152756274835718
67000,2573148,8.031988353178917
67350,2209477,7.9516533124148765
68131,4289227,8.00420129483705
68790,1610935,7.571290096675571
69580,3182068,8.36123124158455
69711,2588792,8.075551959730205
72241,2532359,7.358764290151018
73081,3786424,8.038543050060099
73301,986032,8.598307032633993
74030,4564129,7.92299537973442
74200,3741640,8.184681585406668
74571,2212149,8.101186670834236
76211,313514,7.278473677596255
76220,2300478,8.652425064513602
76811,432544,7.5997302590784015
78640,1636917,7.385864025900999
79031,1201840,8.260879975410878
79070,4018180,6.0977100235076875
79100,2229477,8.01751128077692
79380,3766759,8.52286765358051
79851,562680,7.998903528898251
80320,1709068,8.051373716963646
80530,4582423,7.78102803820214
80861,1523651,7.561018005679885
81450,2316186,8.110132200535137
82160,4612210,7.756719774247662
82490,476483,8.35082941202082
83960,306445,8.104216030843629
84471,484227,8.006161832434127
84801,6017890,8.131905102832423
84910,25357,8.62510461709111
85231,4148959,7.913144535831211
85321,2690529,7.482270342972926
85430,2343168,7.636039585607299
85580,3785716,9.051022769312922
86020,3593470,7.258054833550944
86070,1751584,7.83780493515894
86261,5119510,6.164385400881688
86470,128220,8.33144219963581
87071,713520,7.804383520809249
87860,692712,7.983030860487298
87891,4794718,8.0484712003914
88321,2527562,6.463477958649194
88751,4811725,8.392841931906077
89561,2362532,8.340908734030252
89581,2546856,8.217714509375048
90121,2577789,4.951703275260859
91421,504193,8.397125783833705
91441,1339374,8.547712246473901
91690,422,6.708568940358677
92030,1242504,7.652014441957524
93041,4752370,6.298014236564359
95610,2391185,7.868136646942681
95691,313787,7.828394121405394
96241,477223,7.829008522420618
96361,1853932,9.277858457746817
97300,1333065,8.244995801306612
97921,568079,9.170185847800266
98071,4183999,7.836979416974729
98401,2012,8.569764112119723
98911,35960,7.233404431584108
99511,181149,9.006575923820836
100090,612487,7.5758961475573
100770,449072,9.107078366724906
102621,2571359,6.6857252899123285
102640,3465649,8.551743802555933
102770,3768418,8.993626648638557
103041,2531639,7.970674845012519
103490,472043,7.652014441957524
103850,103863,8.095010446869397
103860,316084,6.816555325196634
104111,2712011,7.616606509689736
104461,129739,5.259366373331799
106071,1956388,7.960398808180692
106150,5144353,7.652014441957524
107391,2575859,8.25370393603591
108590,243334,7.601072295504155
108961,2401452,7.97687426790684
109040,214879,9.144327125725528
109061,2320592,8.399389366143438
109111,183602,8.237343080573618
109350,7209358,8.5170731427288
109651,778484,6.236947250608014
110240,4360447,8.474000384819353
110400,2599190,9.179767010609687
110580,1079,7.99907441115005
110601,911676,8.638087821587183
110610,4741048,8.58876968317845
110631,1806628,7.72566958684117
110871,2610042,9.12257747825183
110900,216878,7.819632535588087
112441,5146501,7.256086229528622
112630,858237,8.473499924653972
112801,2321956,7.844578045862762
112821,313249,7.4533140278044385
114131,4412509,6.311643184610364
114190,309421,8.70638626306312
114260,3863911,9.21913586674841
114681,3144355,8.19893405633227
116110,868187,7.849232104818759
116120,481522,8.100133206515864
116540,2081705,8.085119501755026
117211,494407,8.730910783189538
117301,2989726,8.536707907764434
117361,931342,8.111251216628592
117431,5168251,8.704695536301449
117491,471599,8.179241766959544
117621,314177,8.157152299800416
118861,4018180,7.591925693254867
118961,120160,5.2909060036644675
119901,1444766,5.627165439887026
119981,2242925,7.9009020386082085
120750,2286863,6.847225998769781
120761,2215231,5.869828776698592
121171,2318816,6.1727620295406025
121980,1288384,6.669141314209543
122220,1353581,7.917548679542511
122321,2608564,5.740487710265681
122441,2209477,7.614678342963648
122600,264330,6.556321458004442
122641,4879087,7.972404020058454
122851,4177156,7.639464194510425
123210,2145940,8.484744779716284
123531,5075125,7.865737718610895
123840,535707,7.9445342708024285
125330,2467103,8.291429927136509
125400,2273687,8.096366148307945
125511,466232,8.061451449266746
125620,2145175,8.386613421834822
125870,546726,6.123375826084869
126781,2596602,8.002230251768514
126920,2694951,6.813512918617296
126931,2377730,7.652014441957524
127841,1030757,7.607837976723575
128390,859217,7.616039589359127
128511,1442680,9.106740810995383
129711,2458140,8.786856651525609
129970,1299424,7.560248371975003
130031,1206977,6.245004579060939
130710,453415,8.048374767361388
131100,4908796,7.738284602706028
132541,2287671,8.549330481553838
132711,5118154,7.828445504803815
132771,2388495,8.25198914861115
132950,4370989,8.21057545610034
132951,1239169,7.793441539621318
133210,2486590,7.822033465918764
133780,2486212,7.8682562223970205
133791,2085591,8.356911224347261
134151,5040484,8.191883945759546
135041,3766759,8.194512781193206
135400,2737696,7.6187091990146145
